"id","category","evidence_path","evidence_line","issue_number","issue_url","title"
"FCP-016","test-coverage-audit","fleet-cloud-control-plane/src/services/governance.rs","1","18","https://github.com/hoveychen/claw-fleet/issues/18","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/services/governance.rs"
"FCP-017","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_interaction.rs","1","19","https://github.com/hoveychen/claw-fleet/issues/19","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_interaction.rs"
"FCP-018","test-coverage-audit","claw-fleet-desktop/src/gui/tts.rs","1","20","https://github.com/hoveychen/claw-fleet/issues/20","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/tts.rs"
"FCP-019","test-coverage-audit","fleet-cli/src/commands/wiki.rs","1","21","https://github.com/hoveychen/claw-fleet/issues/21","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/wiki.rs"
"FCP-020","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_audit.rs","1","22","https://github.com/hoveychen/claw-fleet/issues/22","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_audit.rs"
"FCP-021","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_elicitation.rs","1","23","https://github.com/hoveychen/claw-fleet/issues/23","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_elicitation.rs"
"FCP-022","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_daily_report.rs","1","24","https://github.com/hoveychen/claw-fleet/issues/24","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_daily_report.rs"
"FCP-023","test-coverage-audit","claw-fleet-desktop/src/gui/elicitation.rs","1","25","https://github.com/hoveychen/claw-fleet/issues/25","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/elicitation.rs"
"FCP-024","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_guard.rs","1","26","https://github.com/hoveychen/claw-fleet/issues/26","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_guard.rs"
"FCP-025","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_wiki.rs","1","27","https://github.com/hoveychen/claw-fleet/issues/27","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_wiki.rs"
"FCP-026","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_decision.rs","1","28","https://github.com/hoveychen/claw-fleet/issues/28","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_decision.rs"
"FCP-027","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_proc.rs","1","29","https://github.com/hoveychen/claw-fleet/issues/29","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_proc.rs"
"FCP-028","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_spawn.rs","1","30","https://github.com/hoveychen/claw-fleet/issues/30","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_spawn.rs"
"FCP-029","test-coverage-audit","fleet-cloud-control-plane/src/routes/tasks.rs","1","31","https://github.com/hoveychen/claw-fleet/issues/31","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/tasks.rs"
"FCP-030","test-coverage-audit","fleet-cloud-control-plane/src/services/decisions.rs","1","32","https://github.com/hoveychen/claw-fleet/issues/32","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/services/decisions.rs"
"FCP-031","test-coverage-audit","claw-fleet-desktop/src/keep_awake.rs","1","33","https://github.com/hoveychen/claw-fleet/issues/33","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/keep_awake.rs"
"FCP-032","test-coverage-audit","fleet-cloud-control-plane/src/routes/runners.rs","1","34","https://github.com/hoveychen/claw-fleet/issues/34","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/runners.rs"
"FCP-033","test-coverage-audit","fleet-cli/src/commands/plan.rs","1","35","https://github.com/hoveychen/claw-fleet/issues/35","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/plan.rs"
"FCP-034","test-coverage-audit","fleet-cli/src/commands/report.rs","1","36","https://github.com/hoveychen/claw-fleet/issues/36","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/report.rs"
"FCP-035","test-coverage-audit","claw-fleet-desktop/src/gui/process.rs","1","37","https://github.com/hoveychen/claw-fleet/issues/37","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/process.rs"
"FCP-036","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_explorer.rs","1","38","https://github.com/hoveychen/claw-fleet/issues/38","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_explorer.rs"
"FCP-037","test-coverage-audit","fleet-cloud-control-plane/src/auth.rs","1","39","https://github.com/hoveychen/claw-fleet/issues/39","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/auth.rs"
"FCP-038","test-coverage-audit","claw-fleet-core/src/pattern_update.rs","1","40","https://github.com/hoveychen/claw-fleet/issues/40","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/pattern_update.rs"
"FCP-039","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_llm.rs","1","41","https://github.com/hoveychen/claw-fleet/issues/41","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_llm.rs"
"FCP-040","test-coverage-audit","fleet-cloud-control-plane/src/main.rs","1","42","https://github.com/hoveychen/claw-fleet/issues/42","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/main.rs"
"FCP-041","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_hooks.rs","1","43","https://github.com/hoveychen/claw-fleet/issues/43","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_hooks.rs"
"FCP-042","test-coverage-audit","fleet-cli/src/commands/remote.rs","1","44","https://github.com/hoveychen/claw-fleet/issues/44","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/remote.rs"
"FCP-043","test-coverage-audit","fleet-cloud-control-plane/src/services/embeds.rs","1","45","https://github.com/hoveychen/claw-fleet/issues/45","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/services/embeds.rs"
"FCP-044","test-coverage-audit","fleet-cli/src/commands/loop_cmd.rs","1","46","https://github.com/hoveychen/claw-fleet/issues/46","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/loop_cmd.rs"
"FCP-045","test-coverage-audit","fleet-cloud-runner/src/transport.rs","1","47","https://github.com/hoveychen/claw-fleet/issues/47","[Pilot backlog] Audit focused test coverage for fleet-cloud-runner/src/transport.rs"
"FCP-046","test-coverage-audit","claw-fleet-desktop/src/gui/notification.rs","1","48","https://github.com/hoveychen/claw-fleet/issues/48","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/notification.rs"
"FCP-047","test-coverage-audit","fleet-cli/src/fmt.rs","1","49","https://github.com/hoveychen/claw-fleet/issues/49","[Pilot backlog] Audit focused test coverage for fleet-cli/src/fmt.rs"
"FCP-048","test-coverage-audit","fleet-cloud-control-plane/src/routes/artifacts.rs","1","50","https://github.com/hoveychen/claw-fleet/issues/50","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/artifacts.rs"
"FCP-049","test-coverage-audit","fleet-relay/src/ws.rs","1","51","https://github.com/hoveychen/claw-fleet/issues/51","[Pilot backlog] Audit focused test coverage for fleet-relay/src/ws.rs"
"FCP-050","test-coverage-audit","claw-fleet-core/src/claude_source.rs","1","52","https://github.com/hoveychen/claw-fleet/issues/52","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/claude_source.rs"
"FCP-051","test-coverage-audit","claw-fleet-desktop/src/gui/audit.rs","1","53","https://github.com/hoveychen/claw-fleet/issues/53","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/audit.rs"
"FCP-052","test-coverage-audit","claw-fleet-core/src/routes.rs","1","54","https://github.com/hoveychen/claw-fleet/issues/54","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/routes.rs"
"FCP-053","test-coverage-audit","fleet-cli/src/commands/session.rs","1","55","https://github.com/hoveychen/claw-fleet/issues/55","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/session.rs"
"FCP-054","test-coverage-audit","fleet-cli/src/commands/skill.rs","1","56","https://github.com/hoveychen/claw-fleet/issues/56","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/skill.rs"
"FCP-055","test-coverage-audit","claw-fleet-desktop/src/version_check.rs","1","57","https://github.com/hoveychen/claw-fleet/issues/57","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/version_check.rs"
"FCP-056","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_plan_approval.rs","1","58","https://github.com/hoveychen/claw-fleet/issues/58","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_plan_approval.rs"
"FCP-057","test-coverage-audit","claw-fleet-desktop/src/gui/plan_approval.rs","1","59","https://github.com/hoveychen/claw-fleet/issues/59","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/plan_approval.rs"
"FCP-058","test-coverage-audit","fleet-cli/src/commands/handoff.rs","1","60","https://github.com/hoveychen/claw-fleet/issues/60","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/handoff.rs"
"FCP-059","test-coverage-audit","fleet-cli/src/commands/memory.rs","1","61","https://github.com/hoveychen/claw-fleet/issues/61","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/memory.rs"
"FCP-060","test-coverage-audit","fleet-cloud-control-plane/src/runner_gateway/connection.rs","1","62","https://github.com/hoveychen/claw-fleet/issues/62","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/runner_gateway/connection.rs"
"FCP-061","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_session_state.rs","1","63","https://github.com/hoveychen/claw-fleet/issues/63","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_session_state.rs"
"FCP-062","test-coverage-audit","fleet-cloud-control-plane/src/routes/webhooks.rs","1","64","https://github.com/hoveychen/claw-fleet/issues/64","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/webhooks.rs"
"FCP-063","test-coverage-audit","claw-fleet-desktop/src/gui/sessions.rs","1","65","https://github.com/hoveychen/claw-fleet/issues/65","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/sessions.rs"
"FCP-064","test-coverage-audit","fleet-cloud-control-plane/src/error.rs","1","66","https://github.com/hoveychen/claw-fleet/issues/66","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/error.rs"
"FCP-065","test-coverage-audit","fleet-cli/src/commands/audit.rs","1","67","https://github.com/hoveychen/claw-fleet/issues/67","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/audit.rs"
"FCP-066","test-coverage-audit","fleet-cloud-runner/src/journal.rs","1","68","https://github.com/hoveychen/claw-fleet/issues/68","[Pilot backlog] Audit focused test coverage for fleet-cloud-runner/src/journal.rs"
"FCP-067","test-coverage-audit","claw-fleet-core/src/skill_history.rs","1","69","https://github.com/hoveychen/claw-fleet/issues/69","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/skill_history.rs"
"FCP-068","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_mobile.rs","1","70","https://github.com/hoveychen/claw-fleet/issues/70","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_mobile.rs"
"FCP-069","test-coverage-audit","claw-fleet-core/src/hooks_server/routes_memory.rs","1","71","https://github.com/hoveychen/claw-fleet/issues/71","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/routes_memory.rs"
"FCP-070","test-coverage-audit","claw-fleet-desktop/src/gui/wiki.rs","1","72","https://github.com/hoveychen/claw-fleet/issues/72","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/wiki.rs"
"FCP-071","test-coverage-audit","fleet-cloud-control-plane/src/services/transcripts.rs","1","73","https://github.com/hoveychen/claw-fleet/issues/73","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/services/transcripts.rs"
"FCP-072","test-coverage-audit","claw-fleet-desktop/src/gui/setup.rs","1","74","https://github.com/hoveychen/claw-fleet/issues/74","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/setup.rs"
"FCP-073","test-coverage-audit","fleet-cloud-control-plane/src/config.rs","1","75","https://github.com/hoveychen/claw-fleet/issues/75","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/config.rs"
"FCP-074","test-coverage-audit","fleet-cloud-runner/src/outbox.rs","1","76","https://github.com/hoveychen/claw-fleet/issues/76","[Pilot backlog] Audit focused test coverage for fleet-cloud-runner/src/outbox.rs"
"FCP-075","test-coverage-audit","fleet-cloud-control-plane/src/routes/runs.rs","1","77","https://github.com/hoveychen/claw-fleet/issues/77","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/runs.rs"
"FCP-076","test-coverage-audit","fleet-relay/src/frames.rs","1","78","https://github.com/hoveychen/claw-fleet/issues/78","[Pilot backlog] Audit focused test coverage for fleet-relay/src/frames.rs"
"FCP-077","test-coverage-audit","claw-fleet-core/src/hooks_server/sse.rs","1","79","https://github.com/hoveychen/claw-fleet/issues/79","[Pilot backlog] Audit focused test coverage for claw-fleet-core/src/hooks_server/sse.rs"
"FCP-078","test-coverage-audit","fleet-cloud-control-plane/src/routes/decisions.rs","1","80","https://github.com/hoveychen/claw-fleet/issues/80","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/decisions.rs"
"FCP-079","test-coverage-audit","fleet-cloud-wire/src/runner.rs","1","81","https://github.com/hoveychen/claw-fleet/issues/81","[Pilot backlog] Audit focused test coverage for fleet-cloud-wire/src/runner.rs"
"FCP-080","test-coverage-audit","claw-fleet-desktop/src/traffic_lights.rs","1","82","https://github.com/hoveychen/claw-fleet/issues/82","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/traffic_lights.rs"
"FCP-081","test-coverage-audit","fleet-cloud-control-plane/src/idempotency.rs","1","83","https://github.com/hoveychen/claw-fleet/issues/83","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/idempotency.rs"
"FCP-082","test-coverage-audit","claw-fleet-desktop/build.rs","1","84","https://github.com/hoveychen/claw-fleet/issues/84","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/build.rs"
"FCP-083","test-coverage-audit","fleet-cli/src/commands/account.rs","1","85","https://github.com/hoveychen/claw-fleet/issues/85","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/account.rs"
"FCP-084","test-coverage-audit","claw-fleet-desktop/src/gui/skills.rs","1","86","https://github.com/hoveychen/claw-fleet/issues/86","[Pilot backlog] Audit focused test coverage for claw-fleet-desktop/src/gui/skills.rs"
"FCP-085","test-coverage-audit","fleet-cloud-control-plane/src/routes/events.rs","1","87","https://github.com/hoveychen/claw-fleet/issues/87","[Pilot backlog] Audit focused test coverage for fleet-cloud-control-plane/src/routes/events.rs"
"FCP-086","test-coverage-audit","fleet-cli/src/commands/search.rs","1","88","https://github.com/hoveychen/claw-fleet/issues/88","[Pilot backlog] Audit focused test coverage for fleet-cli/src/commands/search.rs"
"FCP-087","ignored-test-automation","claw-fleet-core/src/auto_resume.rs","1094","89","https://github.com/hoveychen/claw-fleet/issues/89","[Pilot backlog] Automate ignored test live_codex_manual_resume_via_dispatcher_continues"
"FCP-088","ignored-test-automation","claw-fleet-core/src/auto_resume.rs","1147","90","https://github.com/hoveychen/claw-fleet/issues/90","[Pilot backlog] Automate ignored test live_codex_auto_resume_selects_and_fires"
"FCP-089","ignored-test-automation","claw-fleet-core/src/codex_launch.rs","1660","91","https://github.com/hoveychen/claw-fleet/issues/91","[Pilot backlog] Automate ignored test live_spawn_returns_a_thread_id"
"FCP-090","ignored-test-automation","claw-fleet-core/src/codex_launch.rs","1689","92","https://github.com/hoveychen/claw-fleet/issues/92","[Pilot backlog] Automate ignored test live_fleet_session_id_resolves_from_launch_token"
"FCP-091","ignored-test-automation","claw-fleet-core/src/codex_launch.rs","1729","93","https://github.com/hoveychen/claw-fleet/issues/93","[Pilot backlog] Automate ignored test live_kill_tears_down_codex_process"
"FCP-092","ignored-test-automation","claw-fleet-core/src/codex_launch.rs","1753","94","https://github.com/hoveychen/claw-fleet/issues/94","[Pilot backlog] Automate ignored test live_dispatch_spawn_appears_as_codex_in_scan"
"FCP-093","ignored-test-automation","claw-fleet-core/src/codex_launch.rs","1857","95","https://github.com/hoveychen/claw-fleet/issues/95","[Pilot backlog] Automate ignored test live_resume_continues_and_exits_ok"
"FCP-094","ignored-test-automation","claw-fleet-core/src/codex_launch.rs","1912","96","https://github.com/hoveychen/claw-fleet/issues/96","[Pilot backlog] Automate ignored test live_decision_card_reaches_fleet_ask"
"FCP-095","ignored-test-automation","claw-fleet-core/src/handoff.rs","663","97","https://github.com/hoveychen/claw-fleet/issues/97","[Pilot backlog] Automate ignored test live_codex_handoff_relays_to_codex_successor"
"FCP-096","ignored-test-automation","claw-fleet-core/src/llm_provider.rs","900","98","https://github.com/hoveychen/claw-fleet/issues/98","[Pilot backlog] Automate ignored test codex_complete_isolated_from_global_agents_md"
"FCP-097","ignored-test-automation","claw-fleet-core/src/mobile_relay.rs","4349","99","https://github.com/hoveychen/claw-fleet/issues/99","[Pilot backlog] Automate ignored test usage_history_reply_stays_small_on_real_data"
"FCP-098","ignored-test-automation","claw-fleet-core/src/mobile_relay.rs","4365","100","https://github.com/hoveychen/claw-fleet/issues/100","[Pilot backlog] Automate ignored test account_usage_runs_under_spawn_blocking"
"FCP-099","ignored-test-automation","claw-fleet-core/tests/server_error_live.rs","20","101","https://github.com/hoveychen/claw-fleet/issues/101","[Pilot backlog] Automate ignored test real_transcript_terminal_server_error_is_detected"
"FCP-100","ignored-test-automation","fleet-cli/tests/parked_decision_e2e.rs","108","102","https://github.com/hoveychen/claw-fleet/issues/102","[Pilot backlog] Automate ignored test timed_out_fleet_ask_parks_the_card_interrupts_the_turn_and_resumes_with_the_answer"
